시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 마포구 노고산동,107-36,107,36,현대벤처빌,34.64,201804,11~20,"28,000",12,2002,백범로
서울특별시 마포구 노고산동,107-36,107,36,현대벤처빌,36,201804,21~30,"28,000",6,2002,백범로
서울특별시 마포구 대흥동,804,804,0,마포자이2차,84.44,201804,1~10,"113,000",13,2014,서강대길
서울특별시 마포구 대흥동,660,660,0,마포태영,59.4,201804,1~10,"70,800",20,1999,독막로
서울특별시 마포구 대흥동,660,660,0,마포태영,59.4,201804,21~30,"63,500",18,1999,독막로
서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,12.85,201804,1~10,"21,500",15,2014,신촌로
서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,12.85,201804,21~30,"21,000",18,2014,신촌로
서울특별시 마포구 도화동,357,357,0,도화동현대,128.26,201804,1~10,"70,500",1,1996,새창로
서울특별시 마포구 도화동,357,357,0,도화동현대,112.09,201804,11~20,"79,500",9,1996,새창로
서울특별시 마포구 도화동,550,550,0,삼성,72.185,201804,21~30,"83,500",17,1997,도화길
서울특별시 마포구 도화동,82,82,0,우성,128.315,201804,1~10,"90,000",8,1991,삼개로
서울특별시 마포구 도화동,82,82,0,우성,128.315,201804,21~30,"88,000",11,1991,삼개로
서울특별시 마포구 도화동,555,555,0,한화오벨리스크,59,201804,21~30,"57,500",32,2004,마포대로
서울특별시 마포구 도화동,353,353,0,현대,113.25,201804,11~20,"79,000",14,2000,새창로8길
서울특별시 마포구 마포동,350,350,0,강변한신코아,83.16,201804,1~10,"56,300",7,1992,마포대로4다길
서울특별시 마포구 마포동,253,253,0,쌍용,59.9,201804,21~30,"63,500",4,2000,마포대로4라길
서울특별시 마포구 망원동,511,511,0,함성월드빌2차,84.61,201804,1~10,"60,000",10,2004,월드컵로11길
서울특별시 마포구 상암동,1618,1618,0,휴먼시아2단지,51.98,201804,1~10,"57,500",6,2009,월드컵북로42가길
서울특별시 마포구 서교동,487,487,0,대우미래사랑,34.29,201804,1~10,"26,700",4,2005,월드컵북로5나길
서울특별시 마포구 서교동,490,490,0,메세나폴리스,148.981,201804,11~20,"171,000",21,2012,양화로
서울특별시 마포구 서교동,488,488,0,삼익플라주서교1,84.52,201804,11~20,"45,000",8,2007,월드컵북로
서울특별시 마포구 성산동,13-21,13,21,(13-21),66.51,201804,1~10,"38,000",3,2006,성미산로11길
서울특별시 마포구 성산동,604,604,0,성산2차e-편한세상,59.78,201804,1~10,"52,700",12,2005,월드컵북로
서울특별시 마포구 성산동,446,446,0,성산시영(유원),59.43,201804,1~10,"62,000",11,1986,월드컵북로
서울특별시 마포구 성산동,667,667,0,월드컵아이파크(667-0),117.95,201804,1~10,"74,500",10,2009,모래내로9길
서울특별시 마포구 성산동,667,667,0,월드컵아이파크(667-0),84.7,201804,11~20,"66,000",16,2009,모래내로9길
서울특별시 마포구 신공덕동,173,173,0,대우월드마크마포,96.54,201804,1~10,"91,800",13,2011,백범로
서울특별시 마포구 신공덕동,170,170,0,브라운스톤공덕,84.98,201804,11~20,"110,000",6,2009,백범로
서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,59.48,201804,1~10,"66,500",8,2000,만리재로
서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,59.96,201804,1~10,"74,000",8,2003,만리재로
서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,114.76,201804,1~10,"88,000",5,2003,만리재로
서울특별시 마포구 신공덕동,172,172,0,펜트라우스,115.04,201804,1~10,"102,500",3,2011,백범로
서울특별시 마포구 신공덕동,172,172,0,펜트라우스,84.6,201804,11~20,"88,800",18,2011,백범로
서울특별시 마포구 신수동,453,453,0,대원칸타빌,84.96,201804,11~20,"77,500",12,2004,창전로2길
서울특별시 마포구 신수동,457,457,0,벽산솔렌스힐,84.9657,201804,1~10,"79,500",8,2007,광성로
서울특별시 마포구 신수동,190,190,0,신수동성원,59.76,201804,1~10,"55,000",9,1998,독막로28길
서울특별시 마포구 신정동,30,30,0,서강GS,114.87,201804,1~10,"106,500",18,1999,창전로
서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,84.3884,201804,1~10,"139,000",21,2014,마포대로
서울특별시 마포구 아현동,692,692,0,서서울삼성,48.92,201804,11~20,"46,000",17,1998,마포대로
서울특별시 마포구 아현동,371-1,371,1,예미원,49.58,201804,1~10,"32,000",3,1970,마포대로
서울특별시 마포구 연남동,246-1,246,1,노블레스빌(246-1),36.81,201804,1~10,"28,000",7,2002,성미산로23안길
서울특별시 마포구 염리동,515-1,515,1,상록,57.88,201804,1~10,"53,400",4,1997,숭문길
서울특별시 마포구 중동,392,392,0,마포중동현대,114.93,201804,1~10,"69,000",17,2001,성암로
서울특별시 마포구 중동,390,390,0,청구,84.9,201804,21~30,"59,900",14,1994,성암로11길
서울특별시 마포구 창전동,444,444,0,서강예가,84.988,201804,1~10,"92,500",12,2007,독막로
서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,84.97,201804,11~20,"76,000",8,2003,서강로9길
서울특별시 마포구 창전동,440,440,0,창전동현대홈타운,84.978,201804,11~20,"80,000",3,2005,서강로
서울특별시 마포구 창전동,437,437,0,창전래미안,114.82,201804,21~30,"75,000",4,1998,서강로
서울특별시 마포구 창전동,443,443,0,해모로,83.85,201804,11~20,"80,000",1,2007,토정로
서울특별시 마포구 합정동,473,473,0,마포한강2차푸르지오,83.45,201804,1~10,"120,000",30,2016,월드컵로3길
서울특별시 마포구 현석동,222,222,0,강변힐스테이트,59.54,201804,1~10,"66,500",18,2004,신수로
서울특별시 서대문구 남가좌동,385,385,0,DMC파크뷰자이1단지,84.971,201804,1~10,"90,000",23,2015,가재울미래로
서울특별시 서대문구 남가좌동,385,385,0,DMC파크뷰자이1단지,84.971,201804,1~10,"84,000",14,2015,가재울미래로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,84.78,201804,1~10,"54,000",20,1999,가재울로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,59.4,201804,1~10,"41,000",2,1999,가재울로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,84.78,201804,1~10,"55,500",19,1999,가재울로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,114.9,201804,11~20,"60,000",14,1999,가재울로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,59.4,201804,11~20,"38,800",1,1999,가재울로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,59.4,201804,11~20,"42,000",4,1999,가재울로
서울특별시 서대문구 남가좌동,376,376,0,남가좌동현대,59.4,201804,11~20,"40,500",17,1999,가재울로
서울특별시 서대문구 남가좌동,387,387,0,디엠씨엘가,13.03,201804,1~10,"14,900",9,2017,모래내로
서울특별시 서대문구 남가좌동,380,380,0,쌍용스윗닷홈,84.98,201804,21~30,"56,000",14,2005,거북골로
서울특별시 서대문구 남가좌동,380,380,0,쌍용스윗닷홈,84.98,201804,21~30,"53,500",8,2005,거북골로
서울특별시 서대문구 냉천동,261,261,0,돈의문센트레빌,114.98,201804,1~10,"109,000",6,2011,독립문로14길
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.95,201804,1~10,"75,000",11,2012,수색로
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,153.25,201804,11~20,"105,000",11,2012,수색로
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.95,201804,21~30,"85,300",14,2012,수색로
서울특별시 서대문구 북가좌동,458,458,0,DMC아이파크,114.92,201804,1~10,"74,500",5,2009,거북골로14길
서울특별시 서대문구 북가좌동,458,458,0,DMC아이파크,59.96,201804,21~30,"56,000",9,2009,거북골로14길
서울특별시 서대문구 북가좌동,459,459,0,북가좌동두산위브,84.9631,201804,1~10,"51,000",14,2007,증가로
서울특별시 서대문구 북가좌동,453,453,0,북가좌동현대,59.91,201804,1~10,"39,000",7,2000,응암로
서울특별시 서대문구 북가좌동,453,453,0,북가좌동현대,71.89,201804,1~10,"40,500",8,2000,응암로
서울특별시 서대문구 북가좌동,449,449,0,북가좌삼호,114.03,201804,1~10,"60,000",9,1996,거북골로
서울특별시 서대문구 북가좌동,150,150,0,요진,82.08,201804,1~10,"40,000",15,1998,수색로
서울특별시 서대문구 북가좌동,371-1,371,1,월드컵현대,111.13,201804,21~30,"57,000",7,1998,수색로
서울특별시 서대문구 북가좌동,325-43,325,43,충우팰리스2,72.52,201804,1~10,"34,700",7,2004,증가로29길
서울특별시 서대문구 북아현동,1009,1009,0,두산,59.96,201804,21~30,"50,000",13,1999,이화여대8길
서울특별시 서대문구 북아현동,1-70,1,70,훼미리(1-70),79.85,201804,11~20,"68,150",1,2006,북아현로20길
서울특별시 서대문구 연희동,739,739,0,대우푸르지오,59.79,201804,1~10,"54,000",6,2002,연희로
서울특별시 서대문구 연희동,739,739,0,대우푸르지오,114.705,201804,1~10,"70,000",10,2002,연희로
서울특별시 서대문구 연희동,740,740,0,성원,84.95,201804,1~10,"54,900",3,2001,연희로32길
서울특별시 서대문구 연희동,740,740,0,성원,59.61,201804,11~20,"44,500",10,2001,연희로32길
서울특별시 서대문구 연희동,740,740,0,성원,59.61,201804,11~20,"42,800",11,2001,연희로32길
서울특별시 서대문구 연희동,745,745,0,연희자이엘라,13.642,201804,11~20,"17,000",7,2014,연희로5길
서울특별시 서대문구 영천동,100,100,0,독립문삼호,84.78,201804,1~10,"68,000",14,1995,독립문로
서울특별시 서대문구 영천동,100,100,0,독립문삼호,84.78,201804,1~10,"65,700",7,1995,독립문로
서울특별시 서대문구 영천동,100,100,0,독립문삼호,84.78,201804,1~10,"66,800",6,1995,독립문로
서울특별시 서대문구 창천동,510-2,510,2,3RU-City,16.84,201804,1~10,"16,500",10,2013,신촌로
서울특별시 서대문구 창천동,518,518,0,연대JK,24,201804,21~30,"17,000",2,2012,성산로
서울특별시 서대문구 창천동,518,518,0,연대JK,24,201804,21~30,"17,000",2,2012,성산로
서울특별시 서대문구 창천동,518,518,0,연대JK,24,201804,21~30,"17,000",2,2012,성산로
서울특별시 서대문구 천연동,145,145,0,천연뜨란채,55.85,201804,1~10,"52,300",4,2006,독립문로8길
서울특별시 서대문구 천연동,145,145,0,천연뜨란채,30.17,201804,11~20,"27,300",1,2006,독립문로8길
서울특별시 서대문구 천연동,145,145,0,천연뜨란채,59.47,201804,21~30,"48,000",1,2006,독립문로8길
서울특별시 서대문구 충정로3가,Oct-32,32,10,글로리,94.33,201804,1~10,"65,500",6,2001,경기대로
서울특별시 서대문구 충정로3가,3-46,3,46,행복한,52.74,201804,11~20,"25,500",5,2006,경기대로5길
서울특별시 서대문구 현저동,200,200,0,독립문극동(200-0),84.87,201804,11~20,"72,000",15,1998,독립문공원길
서울특별시 서대문구 현저동,200,200,0,독립문극동(200-0),84.87,201804,21~30,"70,000",22,1998,독립문공원길
서울특별시 서대문구 홍은동,463,463,0,동원베네스트,84.9772,201804,11~20,"44,800",6,2012,홍은중앙로1길
서울특별시 서대문구 홍은동,456,456,0,두산,84.84,201804,11~20,"43,000",10,1997,모래내로
서울특별시 서대문구 홍은동,456,456,0,두산,59.73,201804,11~20,"34,500",13,1997,모래내로
서울특별시 서대문구 홍은동,산11-244,11,244,세한숲속마을,83.9,201804,11~20,"34,000",5,2002,통일로
서울특별시 서대문구 홍은동,393-3,393,3,신원지벤스타6,147.33,201804,1~10,"58,500",5,2005,명지길
서울특별시 서대문구 홍은동,393-3,393,3,신원지벤스타6,147.33,201804,21~30,"60,000",4,2005,명지길
서울특별시 서대문구 홍은동,08월 26일,8,26,초원,49.26,201804,1~10,"14,600",5,1988,홍은중앙로
서울특별시 서대문구 홍은동,08월 26일,8,26,초원,49.26,201804,11~20,"14,900",5,1988,홍은중앙로
서울특별시 서대문구 홍은동,440-3,440,3,풍림1차,56.61,201804,1~10,"26,900",12,1988,통일로48가길
서울특별시 서대문구 홍은동,440-3,440,3,풍림1차,56.61,201804,1~10,"26,000",2,1988,통일로48가길
서울특별시 서대문구 홍은동,440-3,440,3,풍림1차,56.61,201804,11~20,"28,000",12,1988,통일로48가길
서울특별시 서대문구 홍은동,440-3,440,3,풍림1차,56.61,201804,21~30,"26,000",2,1988,통일로48가길
서울특별시 서대문구 홍은동,202-5,202,5,"현대(1,2차)",84.77,201804,1~10,"49,000",9,1988,연희로
서울특별시 서대문구 홍은동,202-5,202,5,"현대(1,2차)",59.96,201804,1~10,"35,500",12,1988,연희로
서울특별시 서대문구 홍은동,202-5,202,5,"현대(1,2차)",84.77,201804,11~20,"42,450",1,1988,연희로
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,84.96,201804,1~10,"45,500",7,1997,세검정로1길
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,58.64,201804,1~10,"35,700",8,1997,세검정로1길
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,58.64,201804,11~20,"33,500",15,1997,세검정로1길
서울특별시 서대문구 홍은동,439-1,439,1,홍은동아더프라임,59.8736,201804,11~20,"42,300",13,2014,통일로
서울특별시 서대문구 홍은동,460,460,0,홍은동풍림아이원,130.539,201804,11~20,"51,000",9,2002,홍은중앙로
서울특별시 서대문구 홍은동,186-1,186,1,홍은미성,83.61,201804,1~10,"35,500",3,1985,연희로41길
서울특별시 서대문구 홍은동,461,461,0,홍은센트레빌,114.83,201804,11~20,"63,000",10,2009,통일로
서울특별시 서대문구 홍은동,461,461,0,홍은센트레빌,114.83,201804,21~30,"65,000",13,2009,통일로
서울특별시 서대문구 홍은동,461,461,0,홍은센트레빌,84.84,201804,21~30,"54,000",12,2009,통일로
서울특별시 서대문구 홍제동,464,464,0,무악재한화,84.28,201804,11~20,"60,000",12,2001,통일로
서울특별시 서대문구 홍제동,463,463,0,문화촌현대,84.99,201804,1~10,"49,200",3,2002,문화촌길
서울특별시 서대문구 홍제동,463,463,0,문화촌현대,59.94,201804,1~10,"38,000",12,2002,문화촌길
서울특별시 서대문구 홍제동,104-20,104,20,안산맨숀,52.89,201804,1~10,"21,000",4,1972,통일로32길
서울특별시 서대문구 홍제동,454,454,0,유원하나,82.35,201804,1~10,"35,000",15,1996,세검정로
서울특별시 서대문구 홍제동,454,454,0,유원하나,82.35,201804,11~20,"32,800",3,1996,세검정로
서울특별시 서대문구 홍제동,454,454,0,유원하나,112.14,201804,21~30,"43,000",4,1996,세검정로
서울특별시 서대문구 홍제동,104-6,104,6,인왕궁맨숀,62.81,201804,21~30,"39,200",6,1974,통일로32길
서울특별시 서대문구 홍제동,460,460,0,인왕산현대,84.9,201804,1~10,"54,000",3,2000,통일로34길
서울특별시 서대문구 홍제동,460,460,0,인왕산현대,59.93,201804,1~10,"47,000",9,2000,통일로34길
서울특별시 서대문구 홍제동,453,453,0,청구1차,84.78,201804,1~10,"55,000",7,1994,통일로
서울특별시 서대문구 홍제동,453,453,0,청구1차,84.78,201804,11~20,"53,000",4,1994,통일로
서울특별시 서대문구 홍제동,453,453,0,청구1차,84.78,201804,11~20,"56,000",7,1994,통일로
서울특별시 서대문구 홍제동,462,462,0,청구3차,84.96,201804,11~20,"50,000",5,2001,통일로
서울특별시 서대문구 홍제동,462,462,0,청구3차,84.96,201804,11~20,"52,500",10,2001,통일로
서울특별시 서대문구 홍제동,462,462,0,청구3차,59.4,201804,21~30,"42,500",8,2001,통일로
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,60,201804,1~10,"44,300",14,2001,통일로
서울특별시 서대문구 홍제동,459,459,0,홍제원현대(459-0),114.72,201804,1~10,"71,000",14,2000,통일로34길
서울특별시 서대문구 홍제동,459,459,0,홍제원현대(459-0),84.9,201804,1~10,"60,750",8,2000,통일로34길
서울특별시 서대문구 홍제동,459,459,0,홍제원현대(459-0),84.9,201804,1~10,"60,000",11,2000,통일로34길
서울특별시 서대문구 홍제동,459,459,0,홍제원현대(459-0),84.9,201804,21~30,"60,500",12,2000,통일로34길
서울특별시 서초구 반포동,20-43,20,43,반포자이,244.543,201804,1~10,"355,000",26,2009,신반포로
서울특별시 서초구 반포동,Jul-48,48,7,일신반포빌라트,204.3,201804,1~10,"120,000",6,1995,고무래로10길
서울특별시 서초구 반포동,01월 01일,1,1,한신3차,121.56,201804,21~30,"220,000",11,1978,신반포로19길
서울특별시 서초구 반포동,01월 01일,1,1,한신3차,150.44,201804,21~30,"269,500",5,1978,신반포로19길
서울특별시 서초구 반포동,Jan-70,70,1,한신서래,137.47,201804,1~10,"172,000",6,1987,사평대로28길
서울특별시 서초구 반포동,May-64,64,5,현대동궁아파트,70.38,201804,1~10,"90,000",3,1991,사평대로
서울특별시 서초구 방배동,Jan-01,3001,1,디오수페리움2,84.97,201804,1~10,"85,000",15,2006,동작대로
서울특별시 서초구 방배동,798-10,798,10,르가든6차,182.26,201804,1~10,"228,000",3,2015,방배로34길
서울특별시 서초구 방배동,755-14,755,14,리첸시아 방배,122.98,201804,11~20,"116,500",13,2010,방배중앙로
서울특별시 서초구 방배동,797-30,797,30,방배3차 e-편한세상,198.5315,201804,1~10,"245,000",11,2006,동광로
서울특별시 서초구 방배동,866-20,866,20,방배대우디오빌,28.84,201804,1~10,"34,000",14,2005,서초대로
서울특별시 서초구 방배동,866-20,866,20,방배대우디오빌,28.84,201804,11~20,"33,000",11,2005,서초대로
서울특별시 서초구 방배동,866-20,866,20,방배대우디오빌,29.6,201804,21~30,"33,500",5,2005,서초대로
서울특별시 서초구 방배동,Feb-01,3001,2,방배디오슈페리움Ⅰ,84.76,201804,21~30,"89,000",19,2006,서초대로
서울특별시 서초구 방배동,802-10,802,10,방배렉슬,113.36,201804,1~10,"139,000",1,2009,방배로32길
서울특별시 서초구 방배동,836-1,836,1,방배씨티(보성),77.04,201804,1~10,"89,000",4,2000,서초대로23길
서울특별시 서초구 방배동,2525,2525,0,방배우성,80.2,201804,11~20,"93,000",2,1991,방배선행길
서울특별시 서초구 방배동,980-25,980,25,신호그린빌,84.98,201804,11~20,"69,300",7,2006,효령로
서울특별시 서초구 방배동,799-8,799,8,써니힐즈,110.15,201804,11~20,"133,000",6,2013,방배로32길
서울특별시 서초구 서초동,1508-25,1508,25,그린월드,100.98,201804,21~30,"63,000",5,2003,명달로22길
서울특별시 서초구 서초동,1642-34,1642,34,래미안 서초7차,110.68,201804,11~20,"120,000",2,2006,사임당로17길
서울특별시 서초구 서초동,1301-6,1301,6,래미안서초스위트,59.9958,201804,1~10,"138,000",11,2009,서운로
서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,44.447,201804,1~10,"34,400",10,2003,서초중앙로
서울특별시 서초구 서초동,1316-31,1316,31,밀라텔쉐르빌,65.32,201804,1~10,"54,000",6,2001,강남대로61길
서울특별시 서초구 서초동,1685,1685,0,삼풍아파트,130.73,201804,1~10,"150,000",15,1988,서초중앙로
서울특별시 서초구 서초동,1685,1685,0,삼풍아파트,79.47,201804,11~20,"161,000",4,1988,서초중앙로
서울특별시 서초구 서초동,1491-3,1491,3,서초8차상지리츠빌,150.72,201804,11~20,"122,000",2,2006,명달로13길
서울특별시 서초구 서초동,1344-4,1344,4,서초동 프레스티지 아파트,71.43,201804,11~20,"85,000",7,2017,서운로11길
서울특별시 서초구 서초동,1327,1327,0,서초타운트라팰리스,127.3,201804,1~10,"100,000",13,2006,서초대로74길
서울특별시 서초구 서초동,1327,1327,0,서초타운트라팰리스,82.9,201804,11~20,"88,000",11,2006,서초대로74길
서울특별시 서초구 서초동,1333,1333,0,신동아1,101.6,201804,11~20,"154,400",13,1978,사임당로
서울특별시 서초구 서초동,1333,1333,0,신동아1,86.61,201804,21~30,"139,500",10,1978,사임당로
서울특별시 서초구 서초동,1326-17,1326,17,우성5,59.93,201804,21~30,"110,000",18,1998,서초대로74길
서울특별시 서초구 서초동,1315,1315,0,진흥,101.32,201804,1~10,"148,000",9,1979,서초대로
서울특별시 서초구 서초동,1446-11,1446,11,현대슈퍼빌,164.87,201804,21~30,"165,000",12,2003,서초중앙로
서울특별시 서초구 신원동,BL-6,6,0,서초포레스타6단지,59.93,201804,1~10,"82,000",2,2015,청계산로9길
서울특별시 서초구 양재동,401,401,0,리젠시,71.93,201804,1~10,"47,650",1,2001,논현로5길
서울특별시 서초구 양재동,08월 24일,8,24,양재,77.91,201804,1~10,"45,000",2,2001,강남대로34길
서울특별시 서초구 양재동,11월 17일,11,17,한솔로이젠트,84.65,201804,1~10,"79,000",7,2006,남부순환로
서울특별시 서초구 양재동,12월 15일,15,12,해청3차,95.61,201804,1~10,"75,000",5,2004,남부순환로356길
서울특별시 서초구 우면동,764,764,0,계룡리슈빌 S,44.4883,201804,11~20,"46,800",5,2014,양재대로2길
서울특별시 서초구 우면동,717,717,0,서초네이처힐3단지,114.79,201804,21~30,"130,000",18,2013,태봉로2길
서울특별시 서초구 우면동,737,737,0,서초네이처힐6단지,59.99,201804,1~10,"87,000",11,2013,태봉로2길
서울특별시 서초구 우면동,753,753,0,서초참누리에코리치,101.0515,201804,21~30,"115,000",6,2013,양재대로2길
서울특별시 서초구 잠원동,157,157,0,동아,84.91,201804,11~20,"159,000",14,2002,신반포로33길
서울특별시 서초구 잠원동,Feb-76,76,2,두산위브,54.74,201804,1~10,"86,000",3,2003,반포대로
서울특별시 서초구 잠원동,73,73,0,신반포2,107.31,201804,1~10,"196,000",12,1978,신반포로23길
서울특별시 성동구 금호동1가,633,633,0,벽산,59.9,201804,1~10,"60,500",7,2001,금호로
서울특별시 성동구 금호동2가,1217,1217,0,래미안하이리버,84.99,201804,1~10,"90,000",10,2012,금호로
서울특별시 성동구 금호동2가,1,1,0,신금호파크자이,59.98,201804,21~30,"86,500",6,2016,금호로
서울특별시 성동구 금호동4가,800,800,0,대우,84.96,201804,1~10,"89,500",24,2001,독서당로
서울특별시 성동구 금호동4가,235,235,0,서울숲푸르지오2차,59.839,201804,1~10,"92,700",14,2012,금호로
서울특별시 성동구 마장동,784,784,0,세림,84.93,201804,11~20,"61,500",4,1986,마장로42길
서울특별시 성동구 마장동,822,822,0,신성미소지움,59.96,201804,11~20,"54,500",14,2004,마장로39길
서울특별시 성동구 마장동,818,818,0,현대,164.86,201804,11~20,"79,500",6,1998,살곶이길
서울특별시 성동구 마장동,818,818,0,현대,59.94,201804,11~20,"48,800",18,1998,살곶이길
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),157.29,201804,1~10,"134,000",17,2014,마장로
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),59.96,201804,11~20,"86,500",5,2014,마장로
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),127.44,201804,11~20,"118,500",18,2014,마장로
서울특별시 성동구 성수동1가,710,710,0,LIG건영,84.952,201804,1~10,"120,000",12,2002,왕십리로
서울특별시 성동구 성수동1가,708,708,0,동아그린,112.09,201804,11~20,"87,000",9,1999,상원12길
서울특별시 성동구 성수동1가,704,704,0,한진타운,84.21,201804,21~30,"94,000",10,1994,뚝섬로
서울특별시 성동구 성수동1가,676-5,676,5,현대,69.21,201804,1~10,"71,000",3,1990,서울숲길
서울특별시 성동구 송정동,90,90,0,건영,59.21,201804,11~20,"35,700",3,2000,동일로
서울특별시 성동구 옥수동,12,12,0,동인샤인빌,82.9,201804,1~10,"74,000",9,2003,독서당로
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201804,11~20,"100,500",9,2012,매봉길
서울특별시 성동구 옥수동,250,250,0,삼성,114.666,201804,21~30,"119,000",16,1999,독서당로
서울특별시 성동구 옥수동,220-1,220,1,한남하이츠,89.19,201804,1~10,"100,000",2,1982,독서당로
서울특별시 성동구 옥수동,220-1,220,1,한남하이츠,101.09,201804,21~30,"130,000",11,1982,독서당로
서울특별시 성동구 응봉동,97,97,0,대림(2차),84.53,201804,11~20,"63,700",8,1989,독서당로
서울특별시 성동구 하왕십리동,1002,1002,0,왕십리KCC스위첸,64.236,201804,11~20,"72,800",11,2016,무학봉길
서울특별시 성동구 하왕십리동,1061,1061,0,풍림아이원,114.928,201804,11~20,"70,500",1,2004,난계로
서울특별시 성동구 하왕십리동,990,990,0,한신무학,114.59,201804,1~10,"62,000",4,1989,왕십리로31나길
서울특별시 성동구 행당동,347,347,0,대림e-편한세상,59.96,201804,21~30,"63,000",15,2000,행당로
서울특별시 성동구 행당동,364,364,0,이수 브라운스톤,114.76,201804,1~10,"90,000",15,2006,행당로
서울특별시 성동구 행당동,346,346,0,행당 한진타운,84.71,201804,21~30,"85,300",8,2000,행당로
서울특별시 성동구 행당동,349,349,0,행당한신,114.97,201804,11~20,"83,000",1,2003,고산자로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,114.73,201804,1~10,"60,000",1,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,59.77,201804,1~10,"41,000",16,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,1~10,"51,700",17,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,1~10,"47,000",1,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,1~10,"48,500",2,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,59.99,201804,1~10,"46,500",3,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,1~10,"49,800",1,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,11~20,"52,000",11,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,11~20,"52,000",13,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,21~30,"50,000",18,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,114.73,201804,21~30,"59,000",5,2005,길음로
서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,84.97,201804,21~30,"53,000",17,2005,길음로
서울특별시 성북구 길음동,1280-1,1280,1,길음뉴타운3단지푸르지오,59.99,201804,11~20,"46,900",11,2005,길음로13길
서울특별시 성북구 길음동,1280-1,1280,1,길음뉴타운3단지푸르지오,84.97,201804,11~20,"55,000",18,2005,길음로13길
서울특별시 성북구 길음동,1281,1281,0,길음뉴타운4단지(e편한세상),59.97,201804,1~10,"40,500",1,2005,길음로
서울특별시 성북구 길음동,1283,1283,0,길음뉴타운6단지(래미안),113.226,201804,21~30,"81,500",16,2007,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),84.82,201804,1~10,"69,000",24,2010,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),84.82,201804,1~10,"72,200",22,2010,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),84.82,201804,1~10,"66,000",8,2010,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),59.99,201804,11~20,"68,000",7,2010,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),114.99,201804,11~20,"77,000",15,2010,길음로
서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),84.82,201804,21~30,"67,000",2,2010,길음로
서울특별시 성북구 길음동,1286,1286,0,길음뉴타운9단지(래미안),114.86,201804,1~10,"78,000",3,2010,길음로9길
서울특별시 성북구 길음동,1286,1286,0,길음뉴타운9단지(래미안),114.86,201804,1~10,"86,100",24,2010,길음로9길
서울특별시 성북구 길음동,1286,1286,0,길음뉴타운9단지(래미안),84.78,201804,1~10,"72,000",11,2010,길음로9길
